"depth_avg_mm" "mass_depth_g.cm.2" "BestAD" "MinAD" "MaxAD" "MAR_g.cm.2.yr" "MAR_err_g.cm.2.yr"
180 1.965083334 1970.28070665789 1962.53212574599 1978.02928756979 0.0403348078183576 0.00641506681453394
185 2.026589584 1968.75581405702 1960.76470594718 1976.74692216686 0.0403348078183576 0.00641506681453394
190 2.088095834 1967.23092145614 1958.99728614836 1975.46455676392 0.0403348078183576 0.00641506681453394
195 2.149602084 1965.70602885526 1957.22986634955 1974.18219136098 0.0403348078183576 0.00641506681453394
200 2.211108334 1964.18113625439 1955.46244655073 1972.89982595805 0.0403348078183576 0.00641506681453394
205 2.274083334 1962.61982969546 1953.65282132028 1971.58683807064 0.0403348078183576 0.00641506681453394
210 2.337058334 1961.05852313653 1951.84319608983 1970.27385018323 0.0403348078183576 0.00641506681453394
215 2.400033334 1959.4972165776 1950.03357085938 1968.96086229582 0.0403348078183576 0.00641506681453394
220 2.463008334 1957.93591001867 1948.22394562892 1967.64787440841 0.0403348078183576 0.00641506681453394
225 2.529684584 1956.28284028544 1946.30796271075 1966.25771786013 0.0403348078183576 0.00641506681453394
230 2.596360834 1954.62977055221 1944.39197979258 1964.86756131185 0.0403348078183576 0.00641506681453394
235 2.663037084 1952.97670081899 1942.47599687441 1963.47740476357 0.0403348078183576 0.00641506681453394
240 2.729713334 1951.32363108576 1940.56001395624 1962.08724821529 0.0403348078183576 0.00641506681453394
245 2.798695834 1949.61338369074 1938.57775953052 1960.64900785097 0.0403348078183576 0.00641506681453394
250 2.867678334 1947.90313629572 1936.5955051048 1959.21076748665 0.0403348078183576 0.00641506681453394
255 2.936660834 1946.1928889007 1934.61325067908 1957.77252712232 0.0403348078183576 0.00641506681453394
260 3.005643334 1944.48264150568 1932.63099625336 1956.334286758 0.0403348078183576 0.00641506681453394
265 3.074943334 1942.7645224976 1930.63961827051 1954.88942672469 0.0403348078183576 0.00641506681453394
270 3.144243334 1941.04640348952 1928.64824028765 1953.44456669139 0.0403348078183576 0.00641506681453394
275 3.144243334 1941.04640348952 1928.64824028765 1953.44456669139 0.0403348078183576 0.00641506681453394
280 3.144243334 1941.04640348952 1928.64824028765 1953.44456669139 0.0403348078183576 0.00641506681453394
