"depth_avg_mm" "mass_depth_g.cm.2" "BestAD_CRS" "MinAD_CRS" "MaxAD_CRS" "MAR_CRS_g.cm.2.yr" "MAR_CRS_err_g.cm.2.yr"
0 0 2019 2019 2019 0 0
0 0.0601 2019 2019 2019 0.0304861002825326 0.00752291862567494
20 0.1977 2014.79386857697 2013.81317315929 2015.77456399464 0.0279716861534712 0.00694494565606553
40 0.370375 2008.71231724642 2007.03767840114 2010.3869560917 0.0291832214150954 0.00734141686996721
60 0.55795 2001.42292695978 1999.13339841069 2003.71245550888 0.029696469689136 0.00820801263609284
80 0.755225 1994.5071729869 1991.72181768612 1997.29252828768 0.0288622144239533 0.00792575874456447
100 0.9835 1986.26987527994 1982.92883241302 1989.61091814687 0.0297110002774924 0.00854471266187069
120 1.235625 1976.66105377255 1972.68207165619 1980.64003588891 0.0399862290453457 0.013482225662258
140 1.494925 1969.47699846708 1964.94668472354 1974.00731221061 0.0390601729512331 0.0126636747837361
160 1.755725 1961.98218388192 1956.68315460884 1967.28121315501 0.052808552792959 0.0247642433516564
180 2.028425 1956.62848178748 1950.78326820826 1962.4736953667 0.036461190579321 0.0147353749253414
200 2.3033 1947.67554113502 1940.7108193688 1954.64026290124 0.0290409147877136 0.0127616159709123
220 2.5565 1936.95375874478 1928.30531518075 1945.60220230882 0.0289527590935495 0.0159837656935582
240 2.80405 1927.29375076237 1916.76047121362 1937.82703031111 0.0315912403835623 0.0224076995005561
260 3.0629 1918.06326968832 1905.54271278307 1930.58382659356 0.0231629683509605 0.0165222759089502
280 3.331025 1903.97882660054 1887.39588621018 1920.5617669909 0.0218735094981718 0.0200766729497058
300 3.60995 1888.25561132391 1865.68421049166 1910.82701215616 0.0184969881499884 0.0215762030551833
320 3.8916 1867.20096513891 1833.24737698764 1901.15455329019 0.00862548621548811 0.0129473314666043
