ageAD,depth,DBD,mass_depth
2018.7980962240686,0.25,0.01489999999999902,0.0162875
2018.3942886722052,0.75,0.04720000000000013,0.032575
2017.9904811203423,1.25,0.1012999999999984,0.0488625
2017.586673568479,1.75,0.09719999999999906,0.06515
2016.765809982142,2.25,0.12380000000000012,0.11508125
2015.5278903613307,2.75,0.1486000000000001,0.1650125
2014.289970740519,3.25,0.12909999999999933,0.21494375
2013.0520511197078,3.75,0.13680000000000092,0.26487499999999997
2011.639654406265,4.25,0.11029999999999872,0.32888124999999996
2010.0527806001905,4.75,0.1357999999999997,0.39288749999999995
2008.465906794116,5.25,0.1244999999999994,0.45689374999999993
2006.8790329880414,5.75,0.11519999999999976,0.5208999999999999
2005.3061307776056,6.25,0.13319999999999865,0.58377916675
2002.9677348554096,7,0.13149999999999906,0.6466583335
2000.6293389332138,7.75,0.1255000000000006,0.70953750025
1999.0793181166637,8.25,0.12300000000000022,0.772416667
1997.538207098361,8.75,0.11630000000000074,0.8345770837500001
1995.997096080058,9.25,0.11630000000000074,0.8967375005
1994.4559850617552,9.75,0.1186999999999987,0.9588979172500001
1992.952036942102,10.25,0.1282999999999994,1.0210583340000001
1991.485251721098,10.75,0.1147999999999998,1.0802208340000001
1990.0184665000938,11.25,0.11209999999999988,1.1393833340000001
1988.5516812790902,11.75,0.11710000000000063,1.1985458340000001
1987.1048849967624,12.25,0.11630000000000074,1.2577083340000001
1985.678077653111,12.75,0.10749999999999992,1.3152583340000001
1984.2512703094599,13.25,0.1097999999999999,1.3728083340000001
1982.8244629658084,13.75,0.11490000000000045,1.4303583340000001
1981.3892881594552,14.25,0.11800000000000033,1.487908334
1979.9457458904003,14.75,0.1225000000000005,1.546133334
1978.5022036213459,15.25,0.1189,1.604358334
1977.058661352291,15.75,0.12369999999999948,1.662583334
1975.57986727278,16.25,0.11749999999999972,1.720808334
1974.0658213828128,16.75,0.12119999999999996,1.781877084
1972.5517754928455,17.25,0.12959999999999994,1.842945834
1971.0377296028785,17.75,0.12570000000000014,1.904014584
1969.5182603574565,18.25,0.1377000000000006,1.965083334
1967.9933677565798,18.75,0.11960000000000016,2.026589584
1966.468475155703,19.25,0.11630000000000074,2.0880958339999998
1964.9435825548262,19.75,0.11650000000000028,2.149602084
1963.4004829749226,20.25,0.12469999999999892,2.211108334
1961.8391764159924,20.75,0.11819999999999986,2.274083334
1960.277869857062,21.25,0.13100000000000023,2.337058334
1958.7165632981314,21.75,0.14359999999999928,2.4000333339999997
1957.1093751520534,22.25,0.13199999999999967,2.463008334
1955.4563054188275,22.75,0.13450000000000095,2.529684584
1953.803235685602,23.25,0.1391,2.596360834
1952.1501659523765,23.75,0.14370000000000083,2.663037084
1950.4685073882533,24.25,0.14039999999999964,2.729713334
1948.7582599932327,24.75,0.14369999999999905,2.798695834
1947.0480125982122,25.25,0.1413000000000011,2.867678334
1945.3377652031918,25.75,0.12900000000000134,2.936660834
1943.6235820016411,26.25,0.1446000000000005,3.005643334
1941.9054629935604,26.75,0.1368999999999989,3.0749433340000003
1941.0464034895201,27.25,0.14749999999999996,3.144243334
1939.2613447798258,27.75,0.14400000000000013,3.216243334
1937.3758765177113,28.25,0.1520999999999999,3.292293334
1935.5362743474432,28.75,0.14839999999999876,3.3664933339999994
1933.6148569863142,29.25,0.15500000000000114,3.443993334
1931.8359963971398,29.75,0.14349999999999952,3.5157433339999997
1930.0447395669257,30.25,0.14449999999999896,3.587993333999999
1928.304307324974,30.75,0.14039999999999964,3.658193333999999
1926.5031335019282,31.25,0.14530000000000065,3.7308433339999993
1924.5532047864083,31.75,0.1573000000000011,3.809493334
1922.6491421627345,32.25,0.15359999999999907,3.8862933339999994
1920.761194652412,32.75,0.15230000000000032,3.9624433339999996
1918.9835736873415,33.25,0.14339999999999975,4.0341433339999995
1917.2778509203006,33.75,0.13760000000000083,4.102943334
1915.6403074789769,34.25,0.13209999999999944,4.168993334
1913.8887186200895,34.75,0.14129999999999932,4.239643333999999
1912.0974617898755,35.25,0.14450000000000074,4.311893334
1910.161168939499,35.75,0.15620000000000012,4.389993334
1908.3909857190522,36.25,0.14279999999999937,4.461393333999999
