AgeTop,AgeBot
-69,-67.29871749946074
-67.29871749946074,-65.5974349989217
-65.5974349989217,-63.896152498382435
-63.896152498382435,-62.1948699978434
-62.1948699978434,-60.493587497304134
-60.493587497304134,-58.79230499676487
-58.79230499676487,-57.09102249622583
-57.09102249622583,-54.95935285526798
-54.95935285526798,-51.966908933473405
-51.966908933473405,-48.544077871260015
-48.544077871260015,-45.121246809046625
-45.121246809046625,-41.69254925545238
-41.69254925545238,-38.252118719095506
-38.252118719095506,-34.80582169135755
-34.80582169135755,-31.359524663619595
-31.359524663619595,-27.92749387628578
-27.92749387628578,-24.523995569760473
-24.523995569760473,-21.134763503639533
-21.134763503639533,-17.745531437518366
-17.745531437518366,-14.35216616156049
-14.35216616156049,-10.950534465929195
-10.950534465929195,-7.544769560461191
-7.544769560461191,-4.139004654992959
-4.139004654992959,-0.73057316253357385
-0.73057316253357385,2.6831915039088017
2.6831915039088017,6.099622757342786
6.099622757342786,9.516054010776543
9.516054010776543,12.960217768921211
12.960217768921211,16.459846536488158
16.459846536488158,19.987207808766016
19.987207808766016,23.514569081043646
23.514569081043646,27.059396498115348
27.059396498115348,30.639156204774963
30.639156204774963,34.23638205622842
34.23638205622842,37.83360790768188
37.83360790768188,41.45563301815582
41.45563301815582,45.1272566466705
45.1272566466705,48.82367953420544
48.82367953420544,52.5201024217406
52.5201024217406,56.26012400658601
56.26012400658601,60.087342986051226
60.087342986051226,63.95816066282646
63.95816066282646,67.82897833960169
67.82897833960169,71.86325779895242
71.86325779895242,76.22446082345368
76.22446082345368,80.74912563053022
80.74912563053022,85.27379043760698
85.27379043760698,89.96991678823315
89.96991678823315,95.0089662259586
95.0089662259586,98.91684946191481
98.91684946191481,104.23855712073328
104.23855712073328,110.33117507877682
110.33117507877682,114.7342435190435
114.7342435190435,119.06691406273649
119.06691406273649,123.14359225525118
123.14359225525118,127.10080735054908
127.10080735054908,131.1156207248623
131.1156207248623,135.51868916512922
135.51868916512922,140.11801840796602
140.11801840796602,144.6469497542289
144.6469497542289,149.0009529938534
149.0009529938534,153.45735317394883
153.45735317394883,158.54306788402482
158.54306788402482,163.72904626497848
163.72904626497848,168.47770437933605
168.47770437933605,173.07063381339367
173.07063381339367,177.69982883053444
177.69982883053444,182.7215454528157
182.7215454528157,188.34057756117954
188.34057756117954,194.32226550037922
194.32226550037922,203.6851857447259
203.6851857447259,213.88648093918164
213.88648093918164,220.71934344604915
220.71934344604915,226.96769008439287
226.96769008439287,233.4826954218811
233.4826954218811,240.0232999944867
240.0232999944867,247.24868410649424
247.24868410649424,254.17114393627435
254.17114393627435,260.6733496562033
260.6733496562033,267.81980279326444
267.81980279326444,275.32891176116163
275.32891176116163,284.1819805727446
284.1819805727446,293.83075894257377
293.83075894257377,304.63363616229844
304.63363616229844,315.5303772441216
315.5303772441216,326.4271183259448
