"depth_avg_mm" "mass_depth_g.cm.2" "BestAD" "MinAD" "MaxAD" "MAR_g.cm.2.yr" "MAR_err_g.cm.2.yr"
0 0 2019 2019 2019 0.0117191001457321 0.000799934488290544
40 0.1595 2005.38973999569 2004.46071675699 2006.31876323439 0.0117191001457321 0.000799934488290544
60 0.31995 1991.69841574683 1989.83483590218 1993.56199559149 0.0117191001457321 0.000799934488290544
80 0.4815 1977.91322763588 1975.10868412845 1980.71777114331 0.0117191001457321 0.000799934488290544
100 0.640375 1964.3562993714 1960.62637299846 1968.08622574433 0.0117191001457321 0.000799934488290544
120 0.800025 1950.73323974952 1946.07341644832 1955.39306305073 0.0117191001457321 0.000799934488290544
140 0.960175 1937.06751473579 1931.47488220777 1942.66014726381 0.0117191001457321 0.000799934488290544
160 1.125525 1922.95806964668 1916.40233998687 1929.51379930649 0.0117191001457321 0.000799934488290544
180 1.29415 1908.56916624086 1901.03126389375 1916.10706858798 0.0117191001457321 0.000799934488290544
200 1.467425 1893.78347469072 1885.23631527975 1902.3306341017 0.0117191001457321 0.000799934488290544
220 1.648875 1878.30020398362 1868.69617142743 1887.90423653982 0.0117191001457321 0.000799934488290544
240 1.860975 1860.20154475532 1849.36211515255 1871.04097435809 0.0117191001457321 0.000799934488290544
250 1.9831 1849.78052279277 1838.2297642682 1861.33128131733 0.0117191001457321 0.000799934488290544
260 1.9831 1849.78052279277 1838.2297642682 1861.33128131733 0.0117191001457321 0.000799934488290544
