"name"	"coring_yr"	"date_computation"	"model_tested"	"Chernobyl"	"NWT"	"Hemisphere"	"FF"	"inst_deposit"	"ignore_depths"	"historic_depth"	"historic_age"	"historic_name"	"suppdescriptor"	"descriptor_lab"	"varves"	"sedchange"	"SML"	"age_forced_CRS_pw"	"depth_forced_CRS_pw"
"TL18"	"2019"	"2022-02-21 15:32:27"	"CFCS, CRS, CIC"	NA	"80, 10"	"NH"	"130, 150"	"0"	NA	NA	NA	NA	"TRUE"	"# sand >0.25 mm"	"FALSE"	"0"	"0"	NA	NA
"TL18"	"2019"	"2022-02-21 15:34:04"	"CFCS, CRS, CIC"	NA	"80, 10"	"NH"	"130, 150"	"0"	NA	NA	NA	NA	"TRUE"	"# sand >0.25 mm"	"FALSE"	"0"	"0"	NA	NA
"TL18"	"2019"	"2022-02-21 15:35:30"	"CFCS, CRS, CIC"	NA	"80, 100"	"NH"	"130, 150"	"0"	NA	NA	NA	NA	"TRUE"	"# sand >0.25 mm"	"FALSE"	"0"	"0"	NA	NA
"TL18"	"2019"	"2022-02-21 15:46:36"	"CFCS, CRS, CIC"	NA	"80, 100"	"NH"	"130, 150"	"0"	NA	NA	NA	NA	"TRUE"	"# sand >0.25 mm"	"FALSE"	"0"	"0"	NA	NA
"TL18"	"2019"	"2022-02-21 15:51:41"	"CFCS, CRS, CIC"	NA	"80, 100"	"NH"	"130, 150"	"0"	NA	NA	NA	NA	"TRUE"	"# sand >0.25 mm"	"FALSE"	"0"	"0"	NA	NA
"TL18"	"2019"	"2022-02-21 15:55:21"	"CFCS, CRS, CIC"	NA	"80, 100"	"NH"	"130, 150"	"0"	NA	NA	NA	NA	"TRUE"	"# sand >0.25 mm"	"FALSE"	"0"	"0"	NA	NA
"TL18"	"2019"	"2022-02-21 16:20:36"	"CFCS, CRS, CIC"	NA	"80, 100"	"NH"	"130, 150"	"0"	NA	NA	NA	NA	"TRUE"	"# sand >0.25 mm"	"FALSE"	"0"	"0"	NA	NA
"TL18"	"2019"	"2022-02-21 16:22:29"	"CFCS, CRS, CIC"	NA	"80, 100"	"NH"	"130, 150"	"0"	NA	NA	NA	NA	"TRUE"	"# sand >0.25 mm"	"FALSE"	"0"	"0"	NA	NA
"TL18"	"2019"	"2022-02-21 16:23:52"	"CFCS"	NA	"80, 100"	"NH"	"130, 150"	"0"	NA	NA	NA	NA	"TRUE"	"# sand >0.25 mm"	"FALSE"	"0"	"0"	NA	NA
"TL18"	"2019"	"2022-02-21 16:27:17"	"CFCS, CRS"	NA	"80, 100"	"NH"	"130, 150"	"0"	NA	NA	NA	NA	"TRUE"	"# sand >0.25 mm"	"FALSE"	"0"	"0"	NA	NA
